institutionCode,collectionCode,datasetName,basisOfRecord,individualCount,occurrenceStatus,occurrenceRemarks,year,month,day,countryCode,stateProvince,county,locality,,,,,,,,identificationID,issue,mediaType,species,country
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,22,US,Illinois,Cook Co,Chicago, Michigan Plaza Atrium,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,4,18,US,Illinois,Cook Co,Chicago, 30 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,25,US,Illinois,Cook Co,Chicago, Westin Hotel,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,8,US,Illinois,Cook Co,Chicago, Sears,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,8,14,US,Illinois,Cook Co,Chicago, Ohio and Wabash,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,4,2,US,Illinois,Cook Co,Chicago, 200 W Madison,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,28,US,Illinois,Cook Co,Chicago, Lake and LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,17,US,Illinois,Cook Co,Chicago, Madison and Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,31,US,Illinois,Cook Co,Chicago, 311 S Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,9,US,Illinois,Cook Co,Chicago, 606 S State,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,24,US,Illinois,Cook Co,Chicago, 544 W 42nd,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,12,US,Illinois,Cook Co,Chicago, 500 W Superior,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,22,US,Illinois,Cook Co,Chicago, Arcade Alley,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,24,US,Illinois,Cook Co,Chicago, 233 Michigan Plaza,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,25,US,Illinois,Cook Co,Chicago, loop,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,25,US,Illinois,Cook Co,,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,27,US,Illinois,Cook Co,Chicago, 1933 W Huron,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,18,US,Illinois,Cook Co,Chicago, State and Randolph,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,19,US,Illinois,Cook Co,Chicago, Boeing,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,1,US,Illinois,Cook Co,Chicago, Museum of Contemporary Art,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,4,9,US,Illinois,Cook Co,Chicago, 321 N Clark,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,22,US,Illinois,Cook Co,Chicago, 233 Michigan Plaza,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,11,US,Illinois,Cook Co,Chicago, 1251 S Prairie,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,6,3,US,Illinois,Cook Co,Chicago, 321 N Clark,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,3,US,Illinois,Cook Co,Chicago, 1058 W Polk,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,5,26,US,Illinois,Cook Co,Chicago, Montrose Beach,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,5,9,US,Illinois,Cook Co,Chicago, 300 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,18,US,Illinois,Cook Co,Chicago, 409 W Superior,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,17,US,Illinois,Cook Co,Chicago, Millenium Park,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,4,18,US,Illinois,Cook Co,Chicago, Harbor Point,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,24,US,Illinois,Cook Co,Chicago, Time-Life Building,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,2,US,Illinois,Cook Co,Chicago, Dirksen,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,11,US,Illinois,Cook Co,Chicago, 303 E Wacker,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,25,US,Illinois,Cook Co,Chicago, 205 W Randolph,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,27,US,Illinois,Cook Co,Chicago, Chase,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,3,US,Illinois,Cook Co,Chicago, Loyola University,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,6,12,US,Illinois,Cook Co,Chicago, 500 W Superior,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,6,US,Illinois,Cook Co,Chicago, 3825 N Drake,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,4,1,US,Illinois,Cook Co,Chicago, NBC,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,6,17,US,Illinois,Cook Co,Chicago, Daley Plaza,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,24,US,Illinois,Cook Co,Chicago,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,5,7,US,Illinois,Cook Co,Chicago, Daley Center,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,1,US,Illinois,Cook Co,Chicago, East View Park,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,24,US,Illinois,Cook Co,Chicago, Clark and Lake,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,17,US,Illinois,Cook Co,Chicago, Madison and Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,4,19,US,Illinois,Cook Co,Chicago, 30 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,17,US,Illinois,Cook Co,Chicago, 111 E Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,26,US,Illinois,Kane Co,Aurora, 932 Walter,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,28,US,Illinois,Cook Co,Chicago, 233 Michigan Plaza,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,28,US,Illinois,Cook Co,Chicago, Daley Plaza,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,5,15,US,Illinois,Cook Co,Chicago, 164 E Grand,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,4,US,Illinois,Cook Co,Chicago, Rogers Park Beach,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,4,18,US,Illinois,Cook Co,Chicago, 303 E Wacker,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,6,21,US,Illinois,Cook Co,Chicago, 500 W Superior,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,5,1,US,Illinois,Cook Co,Chicago, Thompson Center,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,25,US,Illinois,Cook Co,Chicago, AON,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,25,US,Illinois,Cook Co,Chicago, 233 Michigan Plaza,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,16,US,Illinois,Cook Co,Chicago, Daley Center,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,16,US,Illinois,Cook Co,Chicago, Dirksen,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,23,US,Illinois,Cook Co,Chicago, 218 N Jefferson,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,31,US,Illinois,Cook Co,Chicago, 100 S Wacker,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,7,US,Illinois,Cook Co,Chicago, Prudential 1,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,2,US,Illinois,Cook Co,Chicago, 2368 N Elston,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,24,US,Illinois,Cook Co,Chicago, 180 N LaSalle,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,1,US,Illinois,Cook Co,Chicago, 2000 N Racine,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,25,US,Illinois,Cook Co,Chicago, Daley Plaza,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,2,US,Illinois,Cook Co,Evanston, 2220 Campus Dr,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,11,1,US,Illinois,Cook Co,Chicago, 111 E Monroe,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,26,US,Illinois,Cook Co,Chicago, Goose Island,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,29,US,Illinois,Cook Co,Chicago, Dearborn and Polk,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,4,7,US,Illinois,Cook Co,Chicago, 540 W Madison,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,5,8,US,Illinois,Cook Co,Chicago, 1466 N Halsted,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,8,31,US,Illinois,Cook Co,Chicago, Board of Trade,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,30,US,Illinois,Cook Co,Chicago, 28 E Jackson,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,30,US,Illinois,Cook Co,Chicago, 1840 N Clark,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,26,US,Illinois,Cook Co,Chicago, Sears,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,14,US,Illinois,Cook Co,Chicago, 243 N Jannsen,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,10,31,US,Illinois,Cook Co,Chicago, 1936 N Karlov,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,3,25,US,Illinois,Cook Co,Chicago, 500 W Superior,,,,,,,,,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,2009,4,1,US,Illinois,Cook Co,Chicago, 2707 W Haddon,,,,,,,,,,Scolopax minor,
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,15,US,Illinois,Union,62920 Cobden,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,13,US,Illinois,Alexander,62988 Tamms,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,15,US,Illinois,Champaign,Mahomet,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,16,US,Illinois,Massac,62910 Brookport,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Indiana,Vanderburgh,Evansville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Indiana,Monroe,47401 Bloomington,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Indiana,Franklin,47006 Batesville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Indiana,Washington,47165 Pekin,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Indiana,Monroe,47468 Unionville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,13,US,Indiana,Monroe,47401 Bloomington,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,15,US,Indiana,Monroe,47468 Unionville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,16,US,Indiana,Vanderburgh,47715 Evansville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,16,US,Indiana,Monroe,47408 Bloomington,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,13,US,Indiana,Vanderburgh,Evansville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,16,US,Indiana,Vanderburgh,Evansville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,15,US,Indiana,Warrick,47613 Elberfeld,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,16,US,Indiana,Vanderburgh,47720 Evansville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,15,US,Indiana,Vanderburgh,Evansville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,16,US,Indiana,Monroe,47408 Bloomington,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,16,US,Kansas,Jefferson,McLouth,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,13,US,Kentucky,Johnson,41219 Flatgap,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,13,US,Kentucky,Pulaski,42553 Science Hill,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,15,US,Kentucky,Todd,42204 Allensville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Kentucky,Adair,Columbia,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,15,US,Kentucky,Adair,42728 Columbia,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Kentucky,Madison,Richmond,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Kentucky,Jefferson,Louisville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,13,US,Kentucky,Hopkins,42431 Madisonville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,16,US,Louisiana,Claiborne,71040 Homer,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Louisiana,Vernon,Caney,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,13,US,Louisiana,Bossier,Bossier City,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,15,US,Louisiana,Claiborne,71040 Homer,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Louisiana,Vernon,Anacoco,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,13,US,Louisiana,Claiborne,71040 Homer,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Maryland,Montgomery,Poolesville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Maryland,Talbot,Easton,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,15,US,Maryland,Kent,21620 Chestertown,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Maryland,Montgomery,Poolesville,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,14,US,Maryland,Prince George's,20772 Upper Marlboro,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CLO,GBBC,Great Backyard Bird Count,OBSERVATION,,PRESENT,,2009,2,15,US,Massachusetts,Barnstable,West Barnstable,,,,,,,,,GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
MCZ,Orn,"Museum of Comparative Zoology, Harvard University",PRESERVED_SPECIMEN,1,PRESENT,"age class: juvenile; fat deposition: trace; molt condition: widespread heavy molt throughout; ossification: skull not ossified; plumage description: molting into adult plumage; stomach contents: unidentifiable, dark in color; stomach moderately full; unformatted measurements: BL = 51 mm; WL = 131 mm; Tl = 39 mm; weight: 121g",2009,5,14,US,Massachusetts,Worcester,West Brookfield, Ragged Hill Road,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,USA
