month,day,year,time_observed_at,description,place_guess,latitude,longitude,positional_accuracy,place_county_name,place_state_name
8,30,2020,2020-08-30 14:04:53 UTC,,"Middlesex County, US-MA, US",42.46146241,-71.0729475,65,Middlesex,Massachusetts
5,12,2013,2013-05-12 21:50:00 UTC,"There was a woodcock sitting in the woods but when it flew away, there was a nest with eggs underneath!","Wayland, MA, USA",42.39064082,-71.36277131,844,Middlesex,Massachusetts
5,2,2020,2020-05-03 01:12:00 UTC,Peent,Pine Hill Grasslands,42.46901153,-71.65019234,309,Worcester,Massachusetts
5,16,2013,,,Pointe Aux Chenes,45.928235,-84.861997,2101,Mackinac,Michigan
5,25,2013,2013-05-26 01:33:30 UTC,,"Hiawatha National Forest, St Ignace, Michigan, US",45.86117,-84.719358,165,Mackinac,Michigan
5,3,2013,2013-05-03 14:29:49 UTC,,"N Grange Rd, Fowler, Michigan, US",43.06166667,-84.79933333,,Clinton,Michigan
5,20,2008,,,"Kalamazoo County, US-MI, US",42.324863,-85.335423,98,Kalamazoo,Michigan
4,26,2015,,,"Empire, Michigan",44.843857,-86.014862,79,Leelanau,Michigan
6,22,2015,2015-06-22 21:30:31 UTC,,"7089 N McKinley Rd, Flushing charter township, MI, US",43.104824,-83.853083,5,Genesee,Michigan
7,18,2015,2015-07-18 17:38:11 UTC,,"Nordhouse Dunes Wilderness, Sherman, MI, US",43.536887,-85.827291,5,Newaygo,Michigan
5,6,2015,,Heard by teacher.,Hartley Outdoor Education Center,43.314664,-84.164457,53,Saginaw,Michigan
11,3,2015,,"Flew up from fossil dig area, near hibenaculum.",Hartley Outdoor Education Center,43.313774,-84.167633,24,Saginaw,Michigan
3,10,2016,,Scared up as we were walking on the old trail to the confidence course.,"St. charles, mi",43.313208,-84.167606,24,Saginaw,Michigan
3,16,2016,,Heard one flying over pioneer parking lot at Hartley at 7:30 am.,"St. charles, mi",43.314375,-84.164575,48,Saginaw,Michigan
4,2,2016,,"Heard ""peenting"" in undeveloped woodlot next to soccerzone at 6:30am.",Grand blanc,42.924315,-83.647209,48,Genesee,Michigan
4,27,2016,2016-04-27 20:18:14 UTC,"Mama made me jump, flying out right by my side. She was holding tight because of these three, which were nestled by a small balsam fir right next to me...","Michigan, US",45.34446504,-85.27458674,,Charlevoix,Michigan
5,12,2016,2016-05-12 15:59:50 UTC,in midground in shadow,"10333–10599 E Johnson Rd, Leelanau, MI, US",45.12186631,-85.63857842,87,Leelanau,Michigan
5,12,2016,2016-05-12 14:17:24 UTC,"Sorry not the best shot, I was trying to not scare it away!","3622 Range Rd, China, MI, US",42.79916167,-82.50848333,,Saint Clair,Michigan
5,25,2014,2014-05-25 18:39:00 UTC,,Tawas Point SP,44.253819,-83.449517,1502,Iosco,Michigan
4,7,2016,2016-04-08 00:11:00 UTC,,"Tuttle Marsh National Wildlife Area, East Tawas, MI, United States",44.3722466,-83.4536844,4645,Iosco,Michigan
3,24,2017,2017-03-25 00:09:40 UTC,Poor image. Male made flight display in field.,"Albion Township, MI",42.24186325,-84.73057274,65,Calhoun,Michigan
4,20,2017,2017-04-20 14:20:11 UTC,Eggs hatched like four days after I took these pictures. ,"49423, Fillmore, MI, US",42.73003833,-86.1009055,,Allegan,Michigan
6,13,2017,2017-06-13 16:28:00 UTC,,"Schoolcraft County, MI, USA",46.28996693,-85.94913483,13,Schoolcraft,Michigan
7,1,2017,2017-07-01 17:17:04 UTC,Kicked up while walking through bracken,"49769, Pellston, MI, US",45.54837983,-84.79540691,73,Emmet,Michigan
4,9,2017,2017-04-10 06:04:00 UTC,,"Marquette, MI, USA",46.62326964,-87.47520447,1931,Marquette,Michigan
8,4,2017,2017-08-05 00:06:29 UTC,,"Renaissance Center, Detroit, MI, US",42.32982124,-83.04023159,55,Wayne,Michigan
8,20,2017,2017-08-20 12:56:37 UTC,,"Blue Heron Trail, New Boston, MI 48164, USA",42.10228125,-83.44331804,4,Wayne,Michigan
9,19,2017,2017-09-19 22:41:00 UTC,flushed a loafing bird near wet spot,"Emmet County, MI, USA",45.57584,-85.01684,20,Emmet,Michigan
10,30,2017,2017-10-30 17:16:31 UTC,One barely alive and one dead. Doesn’t seem like a bird for downtown Detroit. Migratory possibly?,"416 Grand River Ave, Detroit, MI, US",42.333755,-83.05241383,10,Wayne,Michigan
3,16,2018,2018-03-17 00:24:00 UTC,,"Cooper Twp, MI, USA",42.35453724,-85.58660316,85,Kalamazoo,Michigan
3,31,2018,2018-03-31 18:44:42 UTC,Dead under a shrub at MJR :(,"17310 Hall Rd, Clinton Township, MI, US",42.62460234,-82.94626613,5,Macomb,Michigan
4,10,2018,2018-04-11 00:25:00 UTC,"One ""peent"" heard.","Saginaw County, MI, USA",43.30883979,-84.17284727,37,Saginaw,Michigan
4,17,2018,2018-04-17 20:59:30 UTC,"Sorry it blends in with the grass. Best shot I could get without disturbing it.
","Seney National Wildlife Refuge, Germfask, MI, US",46.28843667,-85.94697,5,Schoolcraft,Michigan
5,3,2018,2018-05-03 16:22:22 UTC,Crazy thing hit the window of my friend’s office building in downtown Detroit,"24 E Grand River Ave, Detroit, MI, US",42.33429366,-83.04800344,657,Wayne,Michigan
5,27,2018,2018-05-27 13:40:44 UTC,"Mother had a very long bill. Is this a snipe chick? Mother ran off the road, but this baby stayed frozen in the middle of road. Had to chase it off so it would not be run over.","6004 Lower Shore Dr, Harbor Springs, MI, US",45.64321167,-85.0374,5712,Emmet,Michigan
5,30,2018,2018-05-30 12:28:32 UTC,,"Huron-Manistee National Forest, Cadillac, MI, US",44.191075,-85.64613333,32,Wexford,Michigan
6,3,2018,2018-06-03 12:02:28 UTC,,"Seney National Wildlife Refuge, Germfask, MI, US",46.28459572,-85.9387917,20,Schoolcraft,Michigan
3,25,2018,2018-03-25 23:30:00 UTC,,"Marshall, MI 49068, USA",42.23872137,-84.94340208,950,Calhoun,Michigan
6,10,2016,2016-06-10 15:06:02 UTC,,"5867 60th St SE, Grand Rapids, MI, US",42.85822611,-85.51982239,300,Kent,Michigan
11,15,2018,2018-11-16 04:23:01 UTC,,"4208 E Blue Grass Rd, Mount Pleasant, MI, US",43.57246809,-84.76418805,6,Isabella,Michigan
4,8,2019,2019-04-09 00:32:18 UTC,One individual calling at dusk on the north side of our property,"6008 W Woods Dr, Empire, MI 49630, USA",44.80648635,-85.97880133,4,Leelanau,Michigan
4,9,2019,2019-04-09 14:30:01 UTC,,"1174 W Gratiot County Line Rd, Saint Johns, MI, US",43.11910841,-84.6258221,357,Gratiot,Michigan
4,13,2019,2019-04-13 12:20:00 UTC,,"Ontonagon County, MI, USA",46.47774325,-89.14298345,3349,Ontonagon,Michigan
4,9,2019,2019-04-10 00:40:00 UTC,Heard peenting in field by movie theatre ,"12280 Dixie Hwy, Birch Run, MI 48415, USA",43.24537099,-83.76921136,44,Saginaw,Michigan
4,21,2019,2019-04-21 19:02:00 UTC,,"Marquette County, MI, USA",46.45491499,-87.32570602,2,Marquette,Michigan
5,19,2006,2006-05-19 14:22:00 UTC,,"Tahquamenon Falls State Park, Paradise, MI 49768, USA",46.60636531,-85.20102181,88,Chippewa,Michigan
5,27,2014,2014-05-28 00:35:00 UTC,,"780 S Advance Rd, East Jordan, MI 49727, USA",45.19182066,-85.11870917,22,Charlevoix,Michigan
5,3,2019,2019-05-04 02:37:00 UTC,clear by the end,"Emmet County, MI, USA",45.42033036,-84.87209744,48,Emmet,Michigan
5,13,2019,2019-05-13 14:57:00 UTC,Kelly Rd just N or Edwin S. George Reserve gates in middle of Rd.  Flew off to another one near the fence and had an escape route under the fence into ESGR.  No nest noted.,"Livingston County, MI, USA",42.46292103,-83.99952628,31,Livingston,Michigan
5,28,2019,2019-05-28 10:51:42 UTC,,"4501–4599 Campus Dr, Kalamazoo, MI, US",42.25400068,-85.63889192,30,Kalamazoo,Michigan
5,31,2019,2019-06-01 00:22:00 UTC,,"Okemos, Meridian Charter Township, MI, USA",42.72971103,-84.37787511,244,Ingham,Michigan
6,7,2019,2019-06-07 21:53:45 UTC,,"49770, Petoskey, MI, US",45.38012167,-84.92806167,5,Emmet,Michigan
,,,,,"Peacock Township, MI, USA",44.04033453,-85.84266546,6,Lake,Michigan
7,4,2019,2019-07-04 22:57:00 UTC,,"Ishpeming Township, MI, USA",46.65493323,-87.62856255,92,Marquette,Michigan
5,8,2019,2019-05-08 09:40:39 UTC,,"Stambaugh Township, MI, USA",46.06875229,-88.8234787,,Iron,Michigan
9,11,2019,2019-09-11 15:50:00 UTC,,"Saginaw County, MI, USA",43.31368855,-84.16758685,8,Saginaw,Michigan
10,19,2019,2019-10-19 18:05:59 UTC,,"North Country National Scenic Trl, Middleville, MI, US",42.66000136,-85.42722974,13,Barry,Michigan
3,10,2020,2020-03-10 15:49:06 UTC,,"Coleman A. Young Municipal Center, Detroit, MI, US",42.32896013,-83.04444652,28,Wayne,Michigan
5,21,2019,2019-05-21 22:45:00 UTC,"Flushed the hen off a nest with 3 chicks, see if you can spot all of them in the second photo!","Michigan, US",45.5285634,-84.99722365,31,Emmet,Michigan
3,23,2020,2020-03-24 03:58:55 UTC,,"University of Michigan, Ann Arbor, MI, US",42.27945283,-83.73832312,10,Washtenaw,Michigan
4,20,2020,2020-04-20 16:34:00 UTC,,"Michigan, US",42.43624891,-83.82570454,2875,Livingston,Michigan
4,2,2020,2020-04-03 00:39:00 UTC,"On paved path north side of wetlands.  About robin-sized or a bit smaller.  About 1.5"" beak turned up a little at tip.  Beak tip enlarges towards tip.  Distinctive walk - 2 steps forward, 1 step back.","Midland Charter Township, MI, USA",43.58596667,-84.26886389,,Midland,Michigan
4,26,2020,2020-04-26 21:52:34 UTC,One ran circles around us while these two never moved,"Lincoln Charter Township, MI, USA",42.04092924,-86.51054808,8,Berrien,Michigan
4,28,2020,2020-04-28 11:18:01 UTC,,"Canterbury Ln, Grand Haven, MI, US",42.99741333,-86.1657195,10,Ottawa,Michigan
5,1,2020,2020-05-01 20:30:05 UTC,,"Thompsonville Rd, Copemish, MI, US",44.4407,-85.93810333,10,Manistee,Michigan
5,10,2020,2020-05-10 16:00:58 UTC,Scared it up while walking in the woods. It flew back near me and sat until my dog scared it up again. May have a nest nearby.,"Onondaga Township, MI, USA",42.5040228,-84.5031013,15,Ingham,Michigan
5,16,2020,2020-05-16 23:22:17 UTC,,"State Rd, Burtchville, MI, US",43.16446383,-82.52378,11,Saint Clair,Michigan
5,30,2020,2020-05-31 01:30:00 UTC,Heard peenting and flying.  First one of the year.,"Saginaw County, MI, USA",43.30842013,-84.17406411,31,Saginaw,Michigan
6,6,2020,2020-06-06 21:44:15 UTC,,Deford,43.515645,-83.20976333,,Tuscola,Michigan
6,21,2020,2020-06-21 11:24:00 UTC,,"Schoolcraft County, MI, USA",46.28770542,-85.94571248,8,Schoolcraft,Michigan
6,7,2014,2014-06-07 14:22:00 UTC,,"Michigan, USA",44.659701,-84.667811,188,Crawford,Michigan
7,22,2020,2020-07-22 12:49:00 UTC,,"Roscommon County, MI, USA",44.45397217,-84.54179176,31,Roscommon,Michigan
8,4,2020,2020-08-05 00:41:55 UTC,,"Kent Dr, Otsego, MI, US",42.47352823,-85.71581896,1662,Allegan,Michigan
8,14,2020,2020-08-15 00:48:00 UTC,,"Brownstown Charter Twp, MI, USA",42.05540632,-83.18920417,8,Wayne,Michigan
8,18,2020,2020-08-18 15:15:15 UTC,,"Warren Dunes State Park, Sawyer, MI, US",41.90387208,-86.59539279,184,Berrien,Michigan
5,22,2015,2015-05-22 18:14:59 UTC,"American Woodcock
Lee &amp; Rose Warner Nature Center
Marine on St Croix, Minnesota","Minnesota, United States",45.172764,-92.835009,,Washington,Minnesota
9,8,2015,,,Pipestone National Monument,44.013863,-96.324629,2,Pipestone,Minnesota
4,28,2015,2015-04-29 01:50:00 UTC,American Woodcock displaying in spring on Admiral Road in the Sax-Zim Bog (photo by Sparky Stensaas/www.thephotonaturalist.com),"St Louis County, MN, USA",47.24795037,-92.62515306,61,Saint Louis,Minnesota
4,16,2016,2016-04-16 23:56:06 UTC,"An American Woodcock, just dancin' his way down the road! 
American Woodcock | Scolopax minor | Kabekona Lake, Hubbard County, Laporte, MN, USA | 4-16-16",Kabekona,47.175731,-94.761977,,Hubbard,Minnesota
3,30,2017,,Spotted this little guy just dancing down the middle of the  road near Kabekona Lake today. Had to stop and chase him off the road before he became roadkill...,"Hubbard County, MN, USA",47.2270294,-94.79553223,7813,Hubbard,Minnesota
5,30,2017,,,"Cass County, MN, USA",47.27216004,-94.62912801,1074,Cass,Minnesota
7,3,2017,2017-07-03 19:01:00 UTC,,"East Bethel, MN, USA",45.39368861,-93.17007065,61,Anoka,Minnesota
7,7,2017,2017-07-07 12:18:26 UTC,,"2156 Falcon Ave, Saint Paul, MN, US",44.93689617,-93.00945915,32,Ramsey,Minnesota
4,21,2017,2017-04-22 08:54:00 UTC,,"Aitkin County, MN, USA",46.6185433,-93.4536692,54982,Aitkin,Minnesota
5,2,2017,2017-05-02 21:47:00 UTC,,"West St Paul, MN 55118, USA",44.88958611,-93.10055556,,Dakota,Minnesota
4,2,2018,2018-04-02 21:26:00 UTC,,"15720 Rockford Rd, Minneapolis, MN 55446, USA",45.02849757,-93.47849283,2064,Hennepin,Minnesota
4,16,2018,2018-04-16 19:51:32 UTC,,"Morris T Baker Park Reserve, Medina, MN, US",45.01719717,-93.62162,10,Hennepin,Minnesota
4,23,2012,2012-04-24 01:50:00 UTC,,"Eagan, MN, USA",44.78597328,-93.12269211,100,Dakota,Minnesota
4,26,2018,2018-04-26 17:54:00 UTC,,"Lake County, MN, USA",47.78048178,-91.79214478,488,Lake,Minnesota
4,16,2018,2018-04-16 16:00:46 UTC,,"218 Avon St S, Saint Paul, MN, US",44.93509431,-93.13359559,52,Ramsey,Minnesota
3,18,2018,2018-03-18 19:07:51 UTC,,"2225 Dellwood Ave, Roseville, MN 55113, USA",45.00818679,-93.15437946,8,Ramsey,Minnesota
6,4,2018,2018-06-04 13:00:00 UTC,,"2660 Fawn Lake Dr NE, Bethel, MN 55005, USA",45.40126597,-93.20070091,7,Anoka,Minnesota
6,28,2018,2018-06-28 17:48:55 UTC,,"23332 Durant St NE, East Bethel, MN 55005, USA",45.39381409,-93.16387939,,Anoka,Minnesota
7,14,2018,2018-07-14 18:46:22 UTC,It was doing the wiggle foraging move,"East Bethel, MN, USA",45.39434052,-93.1664505,,Anoka,Minnesota
8,9,2018,2018-08-09 10:36:34 UTC,,"Anoka County, US-MN, US",45.39630127,-93.16633606,,Anoka,Minnesota
9,22,2018,2018-09-22 21:04:52 UTC,Distinguished from common snipe due to snipe's curved middle toe and smaller track size.,"Anoka County, US-MN, US",45.38948887,-93.16724238,9,Anoka,Minnesota
10,15,2018,2018-10-15 16:42:00 UTC,,"Northfield, MN 55057, USA",44.45860228,-93.14635977,2,Rice,Minnesota
10,28,2018,2018-10-28 20:00:00 UTC,,"Scott County, MN, USA",44.72914762,-93.6237643,61,Scott,Minnesota
4,4,2019,2019-04-04 12:37:02 UTC,Had bobbing strut and stayed only on ground.,"3494–3940 Vermilion Rd, Duluth, MN, US",46.84702167,-92.06510283,16,Saint Louis,Minnesota
4,3,2019,2019-04-04 01:14:00 UTC,,"Lebanon Hills Regional Park, Eagan, MN, USA",44.78608395,-93.12234854,15,Dakota,Minnesota
4,9,2019,2019-04-09 14:27:00 UTC,,"Lake County, MN, USA",47.38303808,-91.20651004,31,Lake,Minnesota
4,13,2019,2019-04-13 20:14:00 UTC,With a pair of Wood Ducks.,"Coon Rapids, MN, USA",45.14349571,-93.30214187,15,Anoka,Minnesota
4,14,2019,2019-04-14 17:48:45 UTC,Taken through a window,"Minnesota, US",46.74972382,-92.46880264,7,Carlton,Minnesota
4,14,2019,2019-04-14 14:24:21 UTC,"Not seen by myself, but comrades","19101–19499 12th St NE, New London, MN, US",45.30867109,-95.02567584,28,Kandiyohi,Minnesota
4,22,2019,2019-04-22 13:41:00 UTC,,"Lake County, MN, USA",47.81655959,-91.76347272,179,Lake,Minnesota
4,13,2019,2019-04-13 13:32:35 UTC,,"17432 Hazel Ct, Lakeville, MN, US",44.6967939,-93.23338468,211,Dakota,Minnesota
3,23,2019,2019-03-23 21:37:00 UTC,,"Olmsted County, MN, USA",43.98876586,-92.32137533,1948,Olmsted,Minnesota
5,29,2019,2019-05-29 10:51:11 UTC,,"Toivola Township, MN, USA",47.16832733,-92.71608734,,Saint Louis,Minnesota
7,29,2019,2019-07-29 20:09:31 UTC,"Thought they left me!

","Lake Superior, , MN, US",47.25862629,-90.83161853,2501884,Lake,Minnesota
8,7,2019,2019-08-08 01:08:47 UTC,,"Bear Island State Forest, Ely, MN, US",47.79191667,-91.79184667,16,Lake,Minnesota
4,16,2019,2019-04-17 01:00:58 UTC,,"Lebanon Hills Regional Park, Eagan, MN, US",44.78536184,-93.12286668,69,Dakota,Minnesota
9,22,2019,2019-09-22 22:46:49 UTC,Probing by woodcock,"Athens Township, MN, USA",45.42495728,-93.20175934,,Isanti,Minnesota
9,22,2019,2019-09-22 16:53:59 UTC,,"East Bethel, MN 55005, USA",45.39145389,-93.18311514,3,Anoka,Minnesota
9,22,2019,2019-09-22 19:57:44 UTC,Or Snipe?,"Anoka County, US-MN, US",45.39487573,-93.1831805,3,Anoka,Minnesota
9,22,2019,2019-09-22 19:56:59 UTC,,"E Bethel Blvd NE, East Bethel, MN, US",45.39493281,-93.18316109,5,Anoka,Minnesota
5,25,2011,2011-05-25 23:37:00 UTC,,near Buffalo River State Park,46.87368807,-96.46839912,90,Clay,Minnesota
5,3,2019,2019-05-03 20:45:00 UTC,,Bradshaw Lake Wildlife Management Area,44.58747872,-93.45889122,31,Scott,Minnesota
3,28,2019,2019-03-29 00:50:00 UTC,,"West Bloomington, Bloomington, MN, USA",44.84228612,-93.37258843,91,Hennepin,Minnesota
3,13,2020,2020-03-14 00:26:00 UTC,,"Richardson Nature Center, Bloomington, MN, USA",44.84144112,-93.37288641,15,Hennepin,Minnesota
3,24,2020,2020-03-25 00:50:00 UTC,,"Hennepin County, MN, USA",45.18446021,-93.62744148,15,Hennepin,Minnesota
3,25,2020,2020-03-25 08:37:25 UTC,"Sorry no photo, ID from 5 feet away as it flushed.","Udolpho Township, MN, USA",43.8171311,-92.9989954,20,Mower,Minnesota
3,31,2020,2020-04-01 00:32:00 UTC,At a Peregrine Falcon perch site on Lake Superior.,"Lake County, MN, USA",47.31685667,-91.21518,,Lake,Minnesota
3,31,2020,2020-04-01 00:33:00 UTC,,"Lake County, MN, USA",47.31684333,-91.21581333,,Lake,Minnesota
4,7,2020,2020-04-08 01:29:05 UTC,,"Lebanon Hills Regional Park, Eagan, MN, US",44.78551497,-93.12284314,89,Dakota,Minnesota
3,10,2020,2020-03-10 19:06:12 UTC,,"Eagle Point Lake, Lake Elmo, MN, US",44.98013971,-92.91177828,22,Washington,Minnesota
5,25,2019,2019-05-25 13:03:41 UTC,,"Orr, MN, US",47.88341418,-93.04234488,25,Saint Louis,Minnesota
5,3,2020,2020-05-04 01:50:00 UTC,,"Carlton County, MN, USA",46.5209845,-92.45707328,39,Carlton,Minnesota
5,4,2020,2020-05-04 17:07:47 UTC,,"First Assessment, MN, USA",46.43579167,-94.176275,,Crow Wing,Minnesota
5,6,2020,2020-05-06 09:34:25 UTC,,"Eagle Point Lake, Lake Elmo, MN, US",44.97532826,-92.90674677,51,Washington,Minnesota
5,15,2020,2020-05-15 16:13:12 UTC,,"75th St N, Grant, MN, US",45.05379167,-92.896355,,Washington,Minnesota
4,11,2019,2019-04-11 21:31:20 UTC,,"S Sixth St, Minneapolis, MN, US",44.97849167,-93.27251333,,Hennepin,Minnesota
5,26,2019,2019-05-26 05:30:31 UTC,,"Orr, MN, US",47.88224119,-93.04434017,60,Saint Louis,Minnesota
5,28,2020,2020-05-29 04:07:17 UTC,Birds ,"Washington County, Mississippi National River and Recreation Area, US-MN, US",44.79769522,-92.96153418,8,Washington,Minnesota
5,13,2020,2020-05-13 11:54:37 UTC,,"Automba Township, MN 55757, USA",46.558238,-92.979881,,Carlton,Minnesota
6,30,2020,2020-06-30 13:02:29 UTC,,"Superior National Forest, Grand Marais, MN, US",48.161045,-90.89347847,165,Cook,Minnesota
7,12,2020,2020-07-12 17:07:59 UTC,Scared 7 or 8 out of this area walking ,"Lake County, US-MN, US",47.38069315,-91.1874174,10,Lake,Minnesota
7,11,2020,,,"Irondale Township, MN 56455, USA",46.4534412,-94.0524804,885,Crow Wing,Minnesota
7,1,2011,2011-07-01 15:23:00 UTC,,"Morrison County, MN, USA",45.9256829,-94.32528995,61,Morrison,Minnesota
8,10,2020,2020-08-10 15:30:28 UTC,"Flushed 2 birds, feathers found","Savage, MN, US",44.76943316,-93.37064464,19,Scott,Minnesota
8,7,2020,2020-08-07 19:29:51 UTC,,"Maple Grove, MN, US",45.14605818,-93.43826381,5,Hennepin,Minnesota
9,26,2020,2020-09-27 01:21:07 UTC,,"Northfield, MN, US",44.47032965,-93.14120593,19,Rice,Minnesota
10,4,2020,2020-10-04 14:01:59 UTC,,"32nd Ave N, Crystal, MN, US",45.01453055,-93.38701667,5,Hennepin,Minnesota
1,26,2018,2018-01-27 02:21:15 UTC,,"Hattiesburg, MS  39402, Hattiesburg, MS, US",31.32342167,-89.38311167,30,Lamar,Mississippi
11,13,2019,2019-11-13 21:30:00 UTC,"Flushed a woodcock in dry pond - got a good look as it flew away -- long bill, stripe through eye etc -- but no photo, but I wanted to tag the date and place.","Jackson County, MS, USA",30.64503732,-88.86383533,10,Jackson,Mississippi
1,15,2020,2020-01-15 14:35:06 UTC,Dense forest between railroad and road. ,Grand Bay National Estuarine Research Reserve,30.441187,-88.425148,,Jackson,Mississippi
